,Solubility (M/L),SMILES
64,-2.81,O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2
65,-5.931,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O
66,-4.06,CCNc1nc(Cl)nc(n1)N(CC)CC
67,-0.667,NC(=O)c1cnccn1
68,-2.68,CCC(Br)(CC)C(=O)NC(N)=O
69,-5.27,Clc1ccccc1c2ccccc2Cl 
70,-3.38,O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 
71,-5.46,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2
72,-1.96,CC1(C)C2CCC1(C)C(=O)C2
73,-2.369,O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1
74,-2.25,CCCCC(=O)OCC
75,-1.92,CC(C)CCOC(=O)C
76,-5.886,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
77,-6.01,Clc1cccc(c1)c2cc(Cl)ccc2Cl 
78,-1.73,CCCBr
79,-3.4930000000000003,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl
80,-1.995,COP(=S)(OC)SCC(=O)N(C)C=O
81,-0.466,Cc1ncnc2nccnc12
82,0.32,NC(=S)N
84,-3.28,CCc1ccccc1CC
86,-6.876,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3
87,-0.8,CCCN(=O)=O
88,-2.35,CC(C)C1CCC(C)CC1=O
89,-5.36,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 
90,-3.48,O=N(=O)c1c(Cl)c(Cl)ccc1
91,-3.46,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O 
92,-6.0,c1ccc2c(c1)c3cccc4cccc2c34
94,-4.29,Cc1cc(C)c2ccccc2c1
95,-4.07,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 
96,-5.64,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1
97,-7.25,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2
98,-1.6,C1OC1c2ccccc2 
100,-3.45,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO
101,-5.43,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) 
102,0.39,C1OC(O)C(O)C(O)C1O
103,-0.63,ClCCl
104,-4.17,CCc1cccc2ccccc12
105,0.58,COC=O
107,-1.506,Cc1c[nH]c(=O)[nH]c1=O 
108,-2.55,CC(C)C
109,-1.23,OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23
111,-4.7,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O
113,0.0,c1ccccc1O
114,-5.17,Nc3ccc2cc1ccccc1cc2c3 
115,-2.523,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 
116,-1.45,c1ccc2cnccc2c1
117,-4.432,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1
119,-4.54,Clc1ccccc1c2ccccc2
120,-3.03,CCCC(=C)C
121,-4.8,CC(C)C(C)C(C)C
122,-5.65,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
123,-1.01,Oc1cccc(c1)N(=O)=O
124,-5.51,CCCCCCCCC=C
125,-0.6,CC(=O)OCC(COC(=O)C)OC(=O)C
126,-2.24,CCCCc1c(C)nc(nc1O)N(C)C 
127,-7.3370000000000015,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2
128,0.76,c1ccncc1
130,0.36,Cc1ccncc1C
131,-3.43,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO 
132,-2.09,CCSCc1ccccc1OC(=O)NC 
133,-0.82,CCOC(=O)CC(=O)OCC
134,-4.26,CC1=CCC(CC1)C(C)=C
135,-3.04,C1Cc2ccccc2C1
136,-2.41,CC(C)(C)c1ccc(O)cc1
137,-1.886,O=C2NC(=O)C1(CC1)C(=O)N2 
138,-3.55,Clc1cccc(I)c1
139,-4.35,Brc1cccc2ccccc12
140,-2.54,CC/C=C/C
141,0.45,Cc1cccc(C)n1
142,-1.96,ClC=C(Cl)Cl
143,-1.92,Nc1cccc2ccccc12
144,-2.82,Cc1cccc(C)c1
145,-1.947,Oc2ncc1nccnc1n2
146,1.57,CO
147,-2.468,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
148,0.52,CCC(=O)C
149,-1.077,Fc1c[nH]c(=O)[nH]c1=O 
150,-1.95,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O 
151,0.81,Oc1cccc(O)c1
155,-0.72,CCCOC(=O)C
156,-1.99,Oc2ccc1CCCCc1c2 
157,-0.02,NC(=O)CCl 
158,-6.62,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl
160,-2.253,CSc1nnc(c(=O)n1N)C(C)(C)C
161,-6.01,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1
163,-3.082,CCCCOC(=O)c1ccc(N)cc1
164,-3.043,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 
165,-2.46,CC(C)=CCC/C(C)=C\CO
166,-5.28,Clc1ccc(cc1)c2ccccc2Cl 
167,-6.523,O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
168,-0.22,CCN(=O)=O
169,-6.124,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
170,-4.57,Clc1ccc(Cl)c(Cl)c1Cl
171,-1.807,CCCC(C)(COC(N)=O)COC(N)=O 
172,-4.65,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C 
174,-1.13,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 
175,-6.301,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
176,-1.06,CC1=CC(=O)CC(C)(C)C1 
177,-2.39,O=C1NC(=O)NC(=O)C1(CC)C(C)CC
178,-2.58,CCCCC(=O)CCCC
179,-2.337,CCC1(CCC(=O)NC1=O)c2ccccc2 
180,-3.68,CCC(C)CC
181,-8.6,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3
182,-2.925,Cc1ccccc1n3c(C)nc2ccccc2c3=O
183,-0.092,ClCC#N
184,-5.752000000000002,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
185,-5.66,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C 
186,1.1,c1ccnnc1
187,-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1
188,-7.32,C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21
189,-0.72,Nc1ccccc1O
190,-3.8,CCCCCCCCC(=O)OCC
191,-1.601,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C 
192,-2.05,CNC(=O)Oc1ccccc1OC(C)C
193,-1.96,CCC(C)Cl
194,-2.28,Oc1ccc2ccccc2c1
195,-5.6960000000000015,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C
196,-2.36,CCCCC#C
197,-4.24,CCCCCCCC#C
198,-3.52,Cc1ccccc1Cl
200,-3.094,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2
202,-0.41,CC#C
203,-4.862,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1
204,-3.408,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C
206,-2.296,O=c1[nH]cnc2nc[nH]c12 
207,-2.16,Oc2ccc1ncccc1c2 
209,-1.47,CCCCl
210,-0.04,CCOC(=O)C
211,-4.36,CCCC(C)(C)C
212,-4.0,Cc1cc(C)c(C)c(C)c1C
213,-1.64,CC12CCC(CC1)C(C)(C)O2 
214,-3.896,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
215,-6.56,Clc1ccc(cc1)c2ccc(Cl)cc2 
216,0.38,Cc1cccnc1C
217,-2.06,CC(=C)C1CC=C(C)C(=O)C1
218,-5.7360000000000015,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
219,-3.571,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67
220,-8.804,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
221,-2.82,Cc1ccc(cc1N(=O)=O)N(=O)=O
222,-4.4,c1c(Br)ccc2ccccc12 
223,-2.34,CNC(=O)Oc1cccc(N=CN(C)C)c1
224,-1.139,COc2cnc1ncncc1n2
225,-3.19,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 
226,-3.658,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C
227,-2.03,CC(=C)C=C
228,-1.99,CC(C)=CCCC(O)(C)C=C
229,-4.57,COP(=S)(OC)Oc1ccc(SC)c(C)c1
231,-1.16,O=C1NC(=O)NC(=O)C1(C)CC=C
232,-4.16,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O
233,0.06,OCC(O)C(O)C(O)C(O)CO 
234,-4.62,Cc1ccc(cc1)c2ccccc2
235,-3.85,CCNc1nc(Cl)nc(NC(C)C)n1
236,-1.77,NC(=S)Nc1ccccc1
237,-1.3,CCCC(=O)CCC
238,-0.72,CC(=O)C(C)(C)C
241,-0.85,Cc1cccc(N)c1
242,-2.168,ClC(Cl)(Cl)C#N
243,-4.046,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl
244,-3.3,CCCCCCCCC(=O)C
245,-3.785,CCN(CC)c1nc(Cl)nc(NC(C)C)n1
246,-2.616,CCOC(=O)c1ccc(N)cc1
247,-3.59,Clc1ccc(Cl)c(Cl)c1
248,-4.09,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34
249,0.62,Oc1ccccc1O
250,-2.62,CCN2c1ncccc1N(C)C(=O)c3cccnc23 
251,-0.45,CSC
252,-2.23,Cc1ccccc1Br
253,0.85,CCOC(=O)N
254,-5.35,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O 
256,-3.6,c1ccc2ccccc2c1
258,-4.097,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3
259,-7.02,Cc1c2ccccc2c(C)c3ccc4ccccc4c13
260,-6.34,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
261,-6.89,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl
262,-7.28,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F 
263,-4.678,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
264,-2.89,CN(C)C(=O)Nc1ccc(Cl)cc1
265,-3.37,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F
266,-4.13,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O 
268,-6.98,Brc1cc(Br)c(Br)cc1Br
269,-0.74,CC(C)CC(=O)C
270,-3.4,CCSC(=O)N(CC)C1CCCCC1 
271,-2.78,COc1ccc(Cl)cc1
272,-8.402000000000001,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
273,-2.016,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
274,-4.04,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1
275,-4.55,Ic1cccc2ccccc12
276,1.09,OCC(O)C(O)C(O)C(O)CO
278,-1.48,ClCC(Cl)Cl
279,-2.09,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2
280,-1.82,NC(=O)c1ccccc1O
281,-2.33,Cc1ccccc1N(=O)=O
282,-2.766,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C
283,-3.21,CCc1ccccc1C
285,-2.4,O=C1NC(=O)NC(=O)C1(CC)CC
286,-4.62,C(Cc1ccccc1)c2ccccc2
288,-5.153,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 
289,-5.84,Cc1ccc2c(ccc3ccccc32)c1
290,-4.4,CCCCOC(=O)c1ccccc1C(=O)OCCCC 
291,-4.02,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl 
292,0.523,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl
293,-5.282,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O
294,-4.5760000000000005,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2
295,-2.41,COc1ccc(cc1)N(=O)=O
296,-3.12,CCCCCCCl
297,-9.16,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl
298,-0.41,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O
299,-8.334,CCCCCCCCCCCCCCCCCCCCCCCCCC
300,-3.324,CCN2c1ccccc1N(C)C(=O)c3cccnc23 
303,-6.49,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O
305,-4.194,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
306,-4.0,Clc1cccc(Cl)c1Cl
308,-3.2,O=N(=O)c1cc(Cl)c(Cl)cc1
309,-1.29,OC1CCCCCCC1
310,-3.999,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
311,-2.17,CCOc1ccc(NC(N)=O)cc1
312,-4.47,C/C1CCC(\C)CC1
313,-2.68,c1cnc2c(c1)ccc3ncccc23
314,-0.24,COC(C)(C)C
315,-3.13,COc1ccc(C=CC)cc1
317,-1.4880000000000002,O=c1cc[nH]c(=O)[nH]1 
318,-2.12,Nc1ncnc2nc[nH]c12 
319,-7.21,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl 
320,-2.596,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 
321,-8.23,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54
322,-3.15,O=C(Nc1ccccc1)Nc2ccccc2
323,-2.322,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 
324,-6.29,Clc1ccc(cc1)c2cccc(Cl)c2Cl 
325,-3.536,CC(C)c1ccc(NC(=O)N(C)C)cc1
326,-1.716,CCN(CC)C(=O)CSc1ccc(Cl)nn1
328,-1.75,CCCOC(=O)CCC
329,-3.22,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
330,-4.2,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1
332,-0.49,CCCOC=O
333,-3.76,CC(C)c1ccccc1C
334,-1.37,Nc1cccc(Cl)c1
336,-4.6,o1c2ccccc2c3ccccc13
337,-3.42,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C
338,-3.43,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F
339,-3.67,c3ccc2nc1ccccc1cc2c3
340,-3.11,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
341,0.74,OCC1OC(O)C(O)C(O)C1O
342,-0.68,Cc1cccc(O)c1
343,-3.5860000000000003,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O 
344,-6.005,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 
345,-3.39,O=N(=O)c1ccc(cc1)N(=O)=O
346,-2.696,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3
347,-4.1,CCCCCCCCCC(=O)OCC
348,-1.6,CN(C)C(=O)Nc1ccccc1
349,-0.66,CCCOCC
350,0.43,CC(C)O
351,-3.77,Cc1ccc2ccccc2c1
352,-1.9,ClC(Br)Br
353,-4.43,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2
354,-3.37,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
356,0.32,C/C=C/C=O
357,-3.924,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1
358,-6.57,Cc1c2ccccc2c(C)c3ccccc13
359,-1.87,CCCCCC(=O)OC
360,-4.328,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C
361,-1.78,CC(=O)Nc1ccc(F)cc1
362,-3.26,CCc1cccc(CC)c1N(COC)C(=O)CCl 
363,-2.59,C1CCC=CC1
364,-3.09,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
365,1.1,c1cncnc1
366,-2.92,Clc1ccc(cc1)N(=O)=O
367,-0.14,CCC(=O)OC
368,-2.55,Clc1ccccc1N(=O)=O
369,-4.77,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
370,-1.877,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C
373,-3.78,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O 
374,-0.985,COc1ccccc1OCC(O)COC(N)=O
375,-4.19,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC 
376,-1.3,Oc1cccc(Cl)c1Cl
377,-1.92,CCCC(=O)OC
378,-3.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1
379,-2.404,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3
380,-2.35,CCCCCC(=O)OCC
381,-1.84,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl 
382,-5.47,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C
383,-2.478,COc1nc(NC(C)C)nc(NC(C)C)n1
385,-1.21,Cc1ccc(N)cc1
386,-0.36,Nc1nccs1 
387,-1.803,c1ccccc1(OC(=O)NC)
388,-0.8,CCCC(O)CC
389,-4.73,c3ccc2c(O)c1ccccc1cc2c3 
390,-6.96,Cc1ccc2cc3ccccc3cc2c1
391,-3.2,Cc1cccc(C)c1C
392,-2.36,CNC(=O)Oc1ccc(N(C)C)c(C)c1
393,-2.74,CCCCCCCC(C)O
394,-3.35,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2
395,-0.83,CCCC(=O)CC
396,-3.33,Oc1c(Br)cc(C#N)cc1Br 
397,-6.39,Clc1ccc(cc1Cl)c2ccccc2 
398,-4.873,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3
399,-2.54,Oc1cccc2ncccc12 
400,-3.14,CC1=C(SCCO1)C(=O)Nc2ccccc2
401,-3.81,CCOc2ccc1nc(sc1c2)S(N)(=O)=O 
404,-2.23,CCC1(CC)C(=O)NC(=O)N(C)C1=O 
405,-4.63,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
406,-0.95,NC(=O)NCc1ccccc1 
407,-3.483,CN(C)C(=O)Nc1ccc(C)c(Cl)c1
408,-3.592,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
409,-0.88,OC1CCCCCC1
410,-2.154,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl 
411,-3.36,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O 
412,-2.36,CC(=O)Nc1nnc(s1)S(N)(=O)=O 
413,-0.74,Oc1ccc(cc1)N(=O)=O
414,-6.307,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl
417,-7.28,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl
418,-3.81,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 
419,-3.0,Cc1c(cccc1N(=O)=O)N(=O)=O
420,-4.42,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
421,-4.4110000000000005,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC
422,-5.4,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O 
423,-4.5,c1(Br)c(Br)cc(Br)cc1
424,-3.952,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O 
425,-2.356,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C
426,-2.08,c1(O)c(C)ccc(C(C)C)c1
427,-1.77,C1SC(=S)NC1(=O)
428,-3.083,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O 
429,-5.259,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl
430,-4.86,CCN(CC)C(=S)SSC(=S)N(CC)CC
432,-7.278,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl
433,-2.86,CN(C)C=Nc1ccc(Cl)cc1C
434,-5.24,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O
436,-1.34,CCSCC
438,-2.51,CCC(C)(C)Cl
439,-1.32,ClCCBr
440,-2.37,Nc1ccc(cc1)N(=O)=O
441,-0.244,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O
442,-2.86,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 
444,-5.05,CCCCCCCC=C
445,-4.56,Brc1ccc(I)cc1
446,-0.36,CCC(C)(O)CC
448,-1.6,NC(=O)NC1NC(=O)NC1=O 
449,-4.5710000000000015,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23
450,-7.2,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2
451,-5.184,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
452,-3.93,Clc1cccc2ccccc12
453,-4.749,CCN2c1ccccc1N(C)C(=O)c3ccccc23 
454,-0.89,CCCCC(C)O
456,-4.735,CCOC(=O)c1cncn1C(C)c2ccccc2
457,-1.25,Oc1ccc(Cl)c(Cl)c1
458,-8.017000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
459,-1.16,c2ccc1ocnc1c2
461,-3.03,CCN(CC)c1ccccc1
462,-2.0,Fc1cccc(F)c1
463,-0.29,ClCCC#N 
464,-4.15,CC(C)(C)Cc1ccccc1
465,-2.322,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1
466,-3.54,Clc1ccccc1I
467,-0.78,c2ccc1[nH]nnc1c2
468,-2.8,CNC(=O)Oc1cccc2CC(C)(C)Oc12
469,-1.29,Cc1cccc(C)c1O
470,-0.18,CC(C)C(C)O
471,-2.55,c1ccccc1C(O)c2ccccc2
472,-4.69,CCCCCCCCCC(=O)OC
473,-4.31,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O
476,-1.95,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C
477,-3.81,CCCCCCBr
478,-3.74,CCCC(C)C
479,-7.3210000000000015,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F
480,-2.73,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl 
481,-2.19,ON=Cc1ccc(o1)N(=O)=O 
482,-8.003,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
483,0.522,Nc1nc[nH]n1
484,-1.91,BrC(Br)Br
485,-0.22,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
486,-5.233,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12
488,-2.84,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 
489,-1.09,Oc1ccc(Br)cc1
490,-1.59,CC(C)Br
491,-4.74,CC(C)CC(C)(C)C
492,-2.89,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
493,-3.796,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O
494,-1.94,CCC
495,-1.989,Nc1cc(nc(N)n1=O)N2CCCCC2 
496,-4.22,Nc2cccc3nc1ccccc1cc23 
497,-8.49,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45
498,-5.666,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
499,-4.63,C1Cc2cccc3cccc1c23
500,-6.34,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O
502,-2.82,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O
503,-3.48,Oc1ccc(cc1)c2ccccc2
504,-2.56,CC1=C(CCCO1)C(=O)Nc2ccccc2 
506,-1.24,CCC#C
507,-1.11,COc1ncnc2nccnc12 
508,-1.6,CCCCC(C)(O)CC
510,-4.47,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3
511,-1.981,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O
512,-2.42,Cc1c[nH]c2ccccc12 
514,-1.57,CNC(=O)Oc1ccccc1C2OCCO2
515,-2.15,C1N(C(=O)NCC(C)C)C(=O)NC1
516,0.26,CC#N
517,-4.7,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2
518,-3.59,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C 
519,-2.18,ClCC(Cl)(Cl)Cl
521,-4.11,CC1CCCCC1NC(=O)Nc2ccccc2
523,-0.1,O=Cc1ccco1
525,-1.63,O=Cc2ccc1OCOc1c2 
526,-2.33,CC(=C)C
527,-1.19,O=Cc1ccccc1
528,-2.4,CC(=C)C(=C)C
529,-4.71,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C
530,-3.672,O2c1ccccc1N(C)C(=O)c3cccnc23 
531,-5.0,C1c2ccccc2c3ccccc13
533,-1.99,NC(=N)NS(=O)(=O)c1ccc(N)cc1 
534,-1.827,COC(=O)c1ccc(O)cc1
536,-3.09,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C
537,-0.85,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O
538,-2.29,CCCI
539,-3.04,CCNc1nc(NC(C)C)nc(SC)n1
540,0.62,CCCO
541,-3.817,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
542,-0.29,CCCC(C)O
543,-2.85,OC(C(=O)c1ccccc1)c2ccccc2
544,-1.19,Cc1ccc(O)c(C)c1
545,-2.77,Clc1cccc(c1)N(=O)=O
546,-0.624,Cc2c(N)c(=O)n(c1ccccc1)n2C
547,-6.57,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl 
548,-4.92,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl
549,-4.0,CCNc1nc(NC(C)(C)C)nc(SC)n1
550,-0.71,CCC(C)CCO
551,-0.12,Cc2ncc1nccnc1n2
552,-5.5070000000000014,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C
554,-4.4,Brc1ccc2ccccc2c1
555,-4.081,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C 
556,-2.51,FC(F)(F)c1ccccc1
557,-6.144,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
558,-4.38,c1ccc2c(c1)sc3ccccc23
559,-7.8,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl 
560,-8.01,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl 
561,-3.893,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O 
562,-1.93,c1ccccc1C(O)C(O)c2ccccc2
